ID;ILLUM;HUMID;CO2;SOUND;TEMP;RYTHM
2621;285.94;74.18;555.37;28.61;19.14;67.52
2622;467.44;66.42;436.46;25.76;21.0;70.71
2623;566.79;66.83;403.2;32.74;17.04;76.3
2624;519.18;64.21;498.21;24.75;22.25;77.44
2625;359.9;67.86;480.88;37.64;20.37;85.94
2626;411.66;63.65;556.74;25.04;20.71;86.81
2627;544.29;66.36;475.5;35.17;17.61;88.22
2628;449.35;73.64;529.1;26.97;16.7;81.72
2629;451.02;62.63;490.24;30.3;24.79;78.19
2630;333.44;72.29;503.94;32.71;19.12;82.24
2631;327.51;74.64;510.33;23.18;21.21;77.03
2632;549.48;65.85;510.57;22.61;19.99;84.24
2633;557.88;72.39;549.87;21.26;22.06;89.96
2634;301.9;66.73;394.49;33.07;20.43;62.71
2635;468.82;66.49;483.91;28.11;17.2;77.83
2636;446.08;61.15;458.34;32.26;22.1;84.66
2637;372.23;65.24;509.53;36.02;19.66;87.4
2638;427.08;72.37;467.35;21.96;18.84;73.92
2639;567.8;64.89;448.9;37.79;20.45;92.08
2640;319.67;68.16;528.23;32.24;18.32;75.67
2641;648.22;58.99;532.89;28.17;19.61;70.06
2642;342.13;62.98;542.83;38.96;20.17;79.26
2643;386.99;63.19;536.94;34.92;21.51;82.45
2644;406.07;64.0;508.62;28.27;17.11;76.46
2645;388.62;71.19;546.13;25.34;21.17;91.4
2646;395.37;69.82;521.37;18.01;22.13;79.9
2647;412.71;67.8;447.94;32.43;18.64;90.36
2648;626.67;70.54;417.6;25.21;19.48;80.22
2649;442.31;69.54;504.77;17.51;19.91;78.15
2650;496.92;64.35;487.89;32.94;19.55;73.6
2651;430.81;56.64;484.02;39.59;20.48;77.4
2652;307.45;67.78;516.24;35.93;18.58;83.99
2653;452.6;70.62;520.03;20.46;20.67;79.75
2654;614.24;74.02;487.7;31.17;22.87;80.96
2655;684.35;71.61;518.93;22.54;23.87;86.04
2656;426.59;67.72;481.47;40.4;21.19;77.96
2657;399.04;73.28;475.48;21.6;19.45;68.23
2658;351.36;66.73;491.56;27.18;21.62;81.74
2659;545.28;58.93;493.01;34.4;23.47;89.17
2660;489.92;72.34;538.85;28.28;17.47;65.61
2661;488.4;62.28;488.46;37.42;21.26;72.71
2662;476.6;66.14;493.8;29.87;23.1;84.49
2663;319.61;65.9;451.73;31.05;22.14;70.89
2664;352.09;62.55;521.08;29.44;18.62;78.22
2665;483.89;64.6;506.06;45.9;21.77;85.93
2666;554.9;69.42;473.89;35.11;20.34;80.15
2667;413.92;66.0;497.5;36.61;19.35;76.99
2668;291.68;74.34;524.27;30.3;20.49;85.74
2669;561.86;67.55;464.34;36.69;18.29;87.62
2670;563.88;76.31;507.39;23.4;19.82;75.8
2671;199.71;61.17;467.07;32.16;20.87;80.42
2672;431.99;69.41;480.66;24.76;21.05;76.09
2673;536.95;72.14;538.5;28.17;20.5;87.04
2674;424.0;63.13;488.17;27.56;17.77;64.01
2675;517.17;65.36;423.97;33.22;20.91;70.39
2676;599.74;69.6;565.22;27.21;20.13;77.88
2677;454.2;69.48;520.96;31.54;20.32;81.23
2678;393.19;66.41;558.58;28.61;20.53;88.46
2679;379.27;72.11;524.98;17.67;18.63;89.8
2680;439.89;66.67;430.01;39.41;20.17;78.21
2681;559.12;56.54;500.52;32.35;19.39;80.6
2682;398.7;67.05;521.53;38.93;17.75;83.79
2683;455.07;66.56;511.17;33.19;20.73;87.06
2684;530.44;62.4;447.65;35.61;19.27;85.3
2685;545.51;57.34;458.18;29.52;20.72;75.8
2686;322.96;76.25;563.6;23.52;19.23;87.18
2687;531.34;66.59;561.88;40.45;18.08;83.23
2688;315.23;54.01;458.25;29.75;22.71;81.58
2689;454.76;60.87;528.66;31.58;18.99;79.06
2690;341.73;59.62;487.62;35.25;20.98;72.21
2691;584.06;65.26;499.11;30.63;20.59;71.38
2692;439.06;72.26;576.22;24.67;20.58;80.91
2693;605.59;70.3;407.59;27.64;18.47;68.53
2694;478.07;71.25;524.35;27.14;23.48;81.4
2695;381.38;67.1;562.94;26.92;20.19;78.58
2696;558.83;63.04;529.63;25.69;18.74;85.49
2697;589.48;73.97;439.6;33.68;16.48;78.06
2698;407.64;71.32;525.01;31.05;21.02;86.62
2699;265.67;69.72;546.19;32.06;17.82;79.32
2700;339.51;63.34;476.1;36.36;20.85;81.41
2701;577.94;66.72;459.81;27.2;21.84;77.97
2702;404.49;58.11;524.35;26.54;23.42;74.6
2703;486.64;68.79;476.06;25.39;18.15;75.3
2704;448.98;69.39;482.83;24.9;17.83;72.21
2705;489.77;61.43;533.49;31.93;18.62;76.35
2706;247.61;62.09;488.8;33.75;21.88;81.62
2707;366.15;63.97;455.96;25.07;20.42;87.73
2708;496.45;71.14;480.76;34.12;18.44;84.29
2709;494.58;66.74;512.64;21.53;21.82;81.01
2710;438.9;68.48;588.65;37.22;19.29;94.31
2711;443.03;70.23;530.98;28.81;20.37;86.05
2712;305.49;67.93;541.16;29.74;18.87;84.45
2713;440.94;70.98;528.63;23.81;19.87;82.9
2714;532.68;63.4;511.59;33.99;20.71;81.24
2715;532.8;63.58;442.3;22.4;18.83;73.95
2716;416.85;62.3;483.23;27.58;21.71;79.69
2717;488.44;72.29;492.14;33.77;21.97;83.8
2718;383.8;72.91;597.0;31.26;21.13;90.8
2719;397.46;76.42;577.69;23.92;21.0;84.62
2720;584.29;73.69;541.92;22.61;20.04;80.7
2721;487.28;61.92;486.49;21.74;22.51;78.68
2722;586.85;66.36;521.99;33.68;19.93;69.69
2723;339.77;61.7;518.25;22.74;23.09;87.54
2724;388.34;57.79;465.59;23.96;18.51;72.53
2725;447.36;56.6;464.37;40.97;21.61;85.79
2726;397.05;64.93;434.7;14.46;20.76;68.21
2727;478.3;62.56;541.73;34.55;18.25;81.52
2728;502.55;68.42;519.32;30.91;19.75;64.66
2729;452.29;69.4;565.7;36.1;20.13;79.97
2730;433.05;55.82;432.65;44.72;21.05;80.32
2731;477.18;58.94;536.14;28.05;18.26;80.49
2732;411.68;66.64;411.62;39.0;19.87;76.86
2733;387.23;66.05;504.99;37.53;21.03;83.79
2734;423.49;64.45;478.36;37.68;20.16;74.2
2735;417.46;66.56;449.02;28.28;18.71;63.99
2736;335.18;63.55;536.02;24.94;21.71;73.9
2737;505.57;67.07;510.75;31.97;17.13;73.7
2738;626.57;65.89;427.5;27.17;20.81;81.07
2739;428.73;65.23;533.36;19.75;20.1;69.48
2740;605.5;75.08;461.99;28.47;18.2;73.88
2741;676.88;63.23;465.61;24.19;19.46;73.3
2742;501.62;69.18;490.78;20.55;18.28;70.05
2743;339.44;71.44;449.6;20.24;19.94;74.87
2744;546.79;71.3;561.73;19.42;18.16;79.99
2745;526.85;61.62;510.11;33.05;19.93;85.23
2746;458.64;58.73;494.04;22.81;20.67;74.93
2747;369.46;70.33;544.54;25.43;18.24;80.54
2748;452.63;65.92;507.01;28.84;19.34;78.64
2749;536.14;72.33;529.29;27.81;21.86;80.5
2750;422.92;71.43;507.32;29.88;21.02;70.16
2751;412.8;64.56;534.14;33.41;22.24;92.36
2752;372.87;67.1;495.54;27.07;21.23;89.38
2753;383.78;57.26;461.55;25.38;22.43;87.57
2754;226.49;70.2;507.83;28.67;18.58;70.87
2755;589.87;55.25;521.52;27.22;21.23;73.67
2756;395.55;64.65;495.38;41.66;22.57;82.83
2757;296.48;63.31;501.7;17.85;26.29;81.41
2758;455.25;70.32;513.39;22.05;18.04;72.99
2759;566.13;67.75;532.8;37.57;20.65;74.81
2760;468.09;66.95;475.47;24.62;22.45;86.11
2761;495.86;65.96;433.55;20.41;20.4;82.87
2762;226.09;61.71;472.7;33.2;17.56;72.31
2763;474.4;75.05;497.55;24.84;21.31;83.05
2764;449.07;69.46;590.31;34.13;21.21;87.61
2765;503.97;61.24;488.53;31.54;19.12;75.47
2766;493.24;71.6;506.22;32.31;17.44;79.61
2767;333.84;57.95;499.84;31.54;24.11;84.94
2768;233.14;62.78;511.48;39.29;20.54;82.83
2769;329.41;76.86;574.52;27.89;23.71;86.56
2770;436.43;61.87;503.08;24.66;19.02;81.94
2771;464.87;59.97;529.73;33.5;15.07;76.74
2772;446.4;67.37;469.41;18.25;22.62;82.94
2773;432.81;56.25;485.34;23.97;23.07;81.45
2774;495.97;71.16;572.84;39.3;18.21;83.36
2775;443.64;66.16;476.78;21.84;20.59;82.66
2776;387.36;67.38;523.05;37.12;23.0;78.51
2777;413.15;70.67;524.85;22.3;17.02;75.2
2778;507.97;79.07;535.19;22.44;17.1;90.05
2779;442.86;68.73;547.51;26.16;19.1;83.09
2780;228.22;66.79;569.54;24.79;20.04;76.21
2781;416.46;65.95;545.27;27.85;20.59;90.46
2782;538.69;69.08;508.18;32.4;21.85;91.44
2783;361.07;64.23;547.21;31.71;19.32;84.43
2784;442.02;74.06;494.33;21.62;21.22;83.21
2785;315.91;69.09;532.59;36.06;21.55;85.43
2786;513.43;68.74;466.75;34.11;21.72;83.75
2787;528.17;63.74;451.29;26.48;20.4;70.79
2788;397.68;65.04;473.63;30.59;20.56;82.36
2789;432.08;65.61;481.37;34.97;18.4;77.83
2790;520.06;69.96;400.06;30.48;20.12;69.22
2791;393.77;78.47;493.58;26.08;17.88;75.48
2792;290.84;70.19;531.62;28.57;18.47;72.24
2793;422.03;63.77;461.95;25.3;18.4;83.29
2794;472.3;72.19;509.52;21.89;18.52;75.66
2795;551.96;62.9;569.06;25.16;19.16;68.39
2796;431.4;67.55;524.39;17.47;20.21;78.83
2797;328.46;63.55;514.94;38.28;21.03;77.96
2798;433.66;60.58;523.8;49.3;16.59;81.21
2799;453.17;66.47;511.35;22.61;24.5;78.17
2800;517.62;74.18;546.03;37.45;18.72;88.42
2801;406.95;71.51;479.1;31.92;18.76;60.69
2802;376.99;68.34;493.06;19.04;23.5;76.05
2803;423.83;57.98;460.4;31.43;22.05;90.3
2804;357.13;70.71;527.82;24.09;21.79;79.4
2805;438.07;68.4;466.4;34.23;18.34;75.73
2806;577.44;69.08;509.18;27.56;22.98;77.32
2807;482.07;69.69;477.13;41.24;19.69;79.86
2808;429.66;74.63;458.27;26.91;20.7;83.66
2809;494.07;63.3;551.99;30.95;18.06;85.33
2810;394.72;64.33;464.06;31.1;22.64;85.37
2811;485.24;71.32;487.02;25.11;19.56;67.05
2812;444.42;65.59;452.01;18.67;19.74;85.9
2813;518.7;60.06;540.52;38.25;22.14;85.89
2814;618.58;66.57;523.58;35.48;19.91;82.5
2815;463.92;72.63;514.8;30.9;20.81;79.4
2816;467.04;80.2;548.15;29.89;19.54;92.91
2817;376.45;72.15;517.78;36.59;20.72;81.94
2818;434.42;67.91;528.29;31.87;19.18;77.99
2819;442.13;59.12;512.26;30.5;19.39;84.66
2820;467.58;62.8;461.9;30.77;22.23;77.78
2821;403.7;67.84;464.88;36.34;20.3;80.63
2822;326.55;68.02;470.63;27.23;20.65;82.56
2823;299.42;66.42;421.03;21.9;22.56;73.14
2824;277.25;75.38;530.55;29.07;20.13;76.62
2825;301.28;73.23;579.8;26.71;18.68;81.34
2826;390.59;68.09;495.62;25.76;18.31;73.83
2827;445.41;71.05;563.18;34.31;22.24;90.37
2828;309.12;62.48;485.24;21.48;19.78;70.24
2829;374.37;75.91;483.12;23.16;21.86;81.03
2830;438.22;68.67;470.13;15.93;17.95;73.06
2831;400.85;64.07;577.11;36.5;19.68;80.41
2832;455.05;71.97;508.74;33.33;21.08;84.89
2833;406.22;69.39;505.64;24.34;16.67;75.05
2834;431.55;68.94;514.25;26.47;20.62;79.71
2835;449.4;67.48;473.54;25.76;18.96;77.04
2836;522.2;72.57;534.13;24.34;19.74;78.82
2837;359.51;70.03;472.96;26.43;21.97;75.58
2838;360.39;68.76;551.18;30.41;18.49;77.5
2839;342.09;59.61;464.79;31.62;17.34;73.17
2840;628.96;68.67;500.02;34.88;20.79;86.46
2841;431.94;65.63;474.38;33.3;19.23;82.74
2842;441.53;74.38;475.96;23.06;18.92;78.34
2843;289.83;67.35;511.74;30.42;18.16;80.51
2844;317.42;67.54;534.42;29.93;20.1;87.04
2845;532.62;65.1;455.93;40.78;20.58;76.57
2846;514.19;71.21;532.15;34.33;22.35;85.43
2847;309.63;74.5;563.05;30.35;18.11;80.28
2848;328.12;74.36;614.61;22.26;19.03;78.97
2849;455.2;61.31;463.6;37.36;20.8;82.15
2850;604.8;69.66;407.24;32.72;19.86;78.44
2851;429.97;62.64;454.2;36.1;20.14;78.2
2852;418.95;62.49;504.21;39.32;18.72;80.41
2853;383.06;67.19;488.34;23.09;21.76;82.63
2854;426.14;62.96;481.75;39.03;23.18;97.37
2855;444.87;67.55;508.59;31.54;21.56;89.08
2856;426.04;70.49;492.1;28.57;18.58;79.29
2857;419.71;62.64;465.15;33.21;21.24;80.77
2858;547.4;65.29;456.05;43.22;20.72;88.56
2859;514.74;71.44;552.15;34.23;20.47;81.69
2860;475.56;63.71;502.48;25.18;19.92;75.06
2861;445.77;66.52;465.02;32.29;18.72;79.45
2862;514.97;73.62;448.5;29.13;21.63;87.11
2863;451.18;73.01;514.73;38.33;18.78;79.88
2864;452.09;60.45;466.51;32.9;23.58;84.55
2865;423.29;74.07;547.25;32.99;20.78;93.1
2866;355.33;66.74;511.02;23.99;20.19;88.62
2867;567.49;65.27;429.96;39.22;19.97;73.79
2868;338.64;63.47;559.6;23.87;21.02;82.31
2869;439.44;70.98;556.36;26.94;18.13;89.98
2870;389.46;72.82;542.19;16.99;17.16;74.13
2871;565.58;74.67;495.44;30.44;18.27;89.02
2872;461.56;67.16;573.75;29.73;20.72;72.1
2873;483.41;70.1;487.75;30.49;22.07;90.56
2874;439.04;73.2;435.51;28.73;21.23;80.34
2875;572.36;67.98;557.87;34.41;19.32;82.58
2876;390.64;59.36;527.31;39.02;21.96;79.61
2877;354.43;62.55;560.09;43.86;22.66;100.94
2878;402.07;68.43;535.32;30.99;17.73;83.57
2879;401.67;69.89;542.82;26.45;21.2;86.12
2880;404.33;64.64;484.3;26.92;20.17;86.13
2881;339.48;57.59;391.88;26.1;17.53;68.91
2882;449.19;65.25;511.82;38.77;19.73;94.19
2883;377.93;63.97;497.28;29.33;21.4;65.69
2884;423.14;73.77;522.21;32.78;20.14;77.06
2885;575.17;64.81;504.97;26.47;21.36;87.02
2886;538.43;72.65;478.71;25.5;17.48;74.42
2887;476.31;70.54;486.45;34.54;20.19;77.52
2888;395.15;65.42;557.73;38.83;20.06;82.35
2889;407.6;66.79;478.66;41.36;20.21;82.08
2890;443.09;62.34;452.08;38.65;21.22;80.65
2891;352.25;68.08;438.8;29.02;21.98;96.56
2892;468.83;66.77;528.53;29.07;21.04;77.38
2893;522.04;64.77;540.33;46.45;21.27;83.27
2894;490.93;74.37;446.87;30.99;20.48;83.94
2895;400.66;59.39;540.93;35.55;23.37;83.44
2896;449.81;68.58;491.59;38.89;18.61;82.7
2897;422.72;66.0;459.05;32.46;20.32;77.76
2898;476.27;67.59;480.51;26.54;21.03;84.53
2899;471.39;58.93;501.47;36.04;19.46;76.05
2900;378.5;69.59;428.01;28.69;19.06;87.94
2901;374.07;67.33;585.23;33.31;20.78;88.31
2902;487.38;67.99;486.95;20.16;20.61;81.76
2903;479.87;65.36;454.39;28.68;20.17;75.25
2904;210.59;64.98;547.36;37.62;20.25;83.8
2905;463.31;68.72;539.7;33.72;20.84;94.12
2906;600.24;60.9;483.91;35.19;18.61;84.08
2907;434.9;66.51;440.98;34.04;19.39;71.76
2908;492.14;66.11;539.24;29.77;22.67;82.87
2909;459.87;68.03;519.93;26.39;21.32;75.37
2910;429.01;64.65;503.17;24.9;18.9;73.86
2911;504.99;60.32;441.71;36.58;20.14;87.21
2912;541.95;70.16;548.37;22.72;23.0;76.48
2913;452.38;61.86;554.61;33.96;20.6;88.47
2914;392.46;63.97;470.46;36.77;20.25;76.02
2915;362.65;72.04;584.5;28.81;19.41;77.1
2916;335.15;62.53;441.14;32.25;20.7;79.17
2917;507.81;71.41;443.01;26.12;20.59;73.41
2918;367.7;71.22;479.11;12.61;21.97;86.92
2919;272.76;67.52;504.77;24.57;22.37;82.25
2920;449.69;72.65;529.99;27.78;17.44;77.83
2921;443.35;62.96;513.35;32.2;22.2;65.36
2922;232.48;69.61;530.83;23.14;20.21;72.64
2923;330.09;65.89;600.12;32.7;18.59;81.06
2924;453.75;68.34;543.98;40.15;20.86;80.29
2925;464.09;67.85;457.29;30.32;21.24;81.5
2926;475.81;65.94;482.14;25.42;18.59;81.07
2927;385.14;67.06;476.02;31.64;20.94;79.38
2928;294.79;65.89;475.27;22.21;20.61;81.52
2929;457.85;61.06;504.11;36.37;19.37;80.18
2930;461.27;65.39;437.55;31.9;20.12;81.74
2931;418.35;66.36;466.98;26.7;22.24;78.23
2932;655.76;70.24;427.13;21.76;20.33;77.69
2933;536.27;67.54;515.44;32.28;21.59;85.88
2934;375.99;68.88;498.64;22.52;22.92;91.7
2935;500.43;78.83;550.04;31.54;17.02;84.36
2936;407.44;65.36;542.58;23.64;23.52;76.92
2937;464.75;69.26;529.03;37.19;18.47;74.83
2938;584.05;60.94;569.4;33.66;21.21;83.75
2939;519.6;69.91;513.78;19.55;22.1;84.09
2940;362.01;71.72;548.54;44.72;19.96;91.66
2941;584.81;70.56;486.8;23.92;19.72;75.39
2942;462.42;58.23;498.39;35.88;21.7;70.84
2943;370.92;70.25;502.62;32.09;18.8;93.25
2944;531.79;72.58;482.2;37.35;18.52;87.89
2945;276.23;68.95;502.52;26.99;20.86;77.24
2946;430.21;69.25;469.92;32.84;19.2;75.32
2947;527.07;70.16;525.76;32.5;18.74;87.27
2948;457.05;64.99;529.01;34.26;18.64;83.8
2949;572.02;67.62;499.71;40.35;17.29;82.13
2950;310.4;68.96;576.36;29.8;18.84;73.44
2951;590.91;69.17;538.4;33.28;21.77;89.86
2952;482.24;63.83;461.1;41.56;17.37;76.08
2953;566.8;65.6;495.13;37.42;20.46;80.48
2954;376.01;77.36;497.96;27.18;20.57;91.03
2955;610.73;65.84;505.02;25.08;24.16;92.63
2956;480.55;60.21;480.85;34.75;19.8;83.48
2957;391.69;65.07;567.49;34.1;22.13;87.98
2958;491.32;70.95;470.21;23.81;19.86;82.19
2959;575.12;71.46;485.5;39.43;18.44;81.35
2960;466.78;72.08;553.63;29.28;21.03;77.37
2961;429.48;69.19;523.03;32.62;19.58;79.38
2962;357.14;68.34;552.05;22.3;23.98;99.42
2963;542.57;63.56;419.86;35.49;20.68;78.35
2964;428.81;63.27;532.24;26.58;24.06;94.85
2965;378.52;65.57;487.32;38.34;20.68;84.94
2966;375.7;71.13;511.55;34.65;20.4;85.39
2967;497.26;61.12;532.04;26.94;18.73;79.07
2968;549.68;66.7;560.08;30.47;19.38;89.34
2969;405.29;65.26;505.82;40.45;19.12;87.4
2970;475.01;64.13;409.3;33.21;21.98;75.72
2971;370.32;67.82;526.84;25.05;19.35;75.23
2972;292.81;72.92;490.59;25.52;20.32;66.47
2973;673.58;71.46;521.17;30.71;20.91;79.42
2974;460.32;67.28;496.99;26.42;18.25;85.11
2975;447.8;59.05;544.05;29.95;19.09;83.65
2976;353.08;68.33;468.92;23.28;19.01;74.27
2977;433.36;60.19;470.95;37.75;20.92;81.65
2978;480.66;65.52;485.29;37.59;20.74;84.04
2979;633.92;64.7;508.52;25.19;19.92;83.94
2980;411.83;65.87;466.11;30.56;19.75;77.63
2981;433.12;74.41;538.33;34.4;19.5;66.86
2982;502.72;65.2;505.28;32.93;19.2;86.15
2983;285.25;65.99;580.23;30.85;21.08;87.46
2984;360.32;68.84;472.26;21.53;20.24;74.71
2985;431.82;65.6;511.4;32.57;21.02;83.76
2986;416.35;65.33;544.59;27.64;21.03;67.5
2987;458.16;69.55;464.99;33.24;18.52;75.29
2988;319.11;63.1;517.85;39.2;21.1;74.12
2989;446.7;63.61;520.81;25.96;18.57;71.23
2990;487.18;70.53;501.74;27.78;19.82;84.99
2991;500.1;63.18;412.12;27.69;21.29;76.0
2992;334.14;55.69;463.69;37.25;20.88;77.74
2993;553.35;61.47;495.48;32.51;18.17;83.19
2994;506.57;62.26;546.08;25.99;19.14;82.05
2995;445.33;74.06;513.25;30.76;19.41;82.44
2996;413.78;59.44;535.6;36.7;22.89;95.14
2997;391.66;56.09;470.68;40.0;22.69;83.03
2998;569.37;72.87;526.57;24.44;18.45;80.86
2999;448.63;77.1;509.26;25.05;18.72;78.65
3000;425.44;67.65;449.24;31.56;17.87;70.79
3001;337.78;68.36;581.9;29.79;17.74;77.82
3002;562.91;64.11;468.44;29.41;17.14;80.8
3003;486.97;64.66;443.14;29.81;19.63;64.45
3004;469.72;64.94;540.12;30.0;21.21;86.49
3005;361.23;62.12;465.57;31.52;20.52;77.1
3006;513.76;67.46;488.55;30.36;20.65;78.63
3007;385.24;62.53;489.62;34.5;24.43;84.11
3008;361.58;73.39;571.26;26.72;19.18;90.78
3009;454.99;69.81;512.74;23.91;20.12;88.96
3010;473.41;60.54;476.42;22.85;20.08;80.22
3011;498.84;67.44;478.35;33.96;18.92;86.41
3012;522.9;70.47;537.02;34.28;18.13;73.43
3013;429.31;63.2;465.99;28.14;21.1;77.29
3014;441.5;66.09;503.11;24.12;21.69;73.13
3015;424.73;69.99;474.95;35.87;19.73;73.73
3016;374.03;64.58;520.26;36.04;19.16;71.2
3017;509.28;59.15;489.75;34.76;19.27;83.47
3018;243.29;68.28;535.15;37.09;19.74;73.66
3019;429.38;71.4;541.98;30.81;19.73;81.59
3020;373.02;72.94;479.89;19.67;22.15;78.06
3021;444.74;67.28;519.02;33.19;19.06;80.09
3022;601.28;59.48;498.8;27.8;21.48;78.53
3023;492.55;67.01;473.81;21.02;16.42;71.06
3024;413.21;69.87;574.07;35.51;18.06;83.55
3025;448.75;71.07;510.11;26.11;19.69;78.62
3026;455.22;64.08;530.05;30.32;19.67;74.0
3027;560.83;72.37;490.63;32.29;20.04;80.39
3028;356.48;66.41;527.71;25.71;22.55;76.74
3029;344.49;61.88;477.89;31.25;22.97;82.81
3030;575.49;65.9;511.42;28.57;20.46;84.28
3031;304.71;68.11;542.95;26.31;21.22;82.43
3032;303.28;72.61;603.89;32.15;17.77;76.05
3033;321.21;69.83;561.83;19.29;20.11;83.73
3034;394.5;68.27;535.3;30.51;21.86;81.37
3035;443.87;68.91;524.59;26.61;17.37;81.12
3036;411.47;73.7;481.67;26.56;17.76;81.0
3037;362.92;67.55;512.41;20.26;19.55;72.42
3038;317.4;61.86;516.54;33.25;22.14;91.67
3039;529.26;75.24;445.25;22.2;20.12;76.28
3040;489.17;63.99;494.14;24.11;19.64;76.99
3041;369.08;77.19;557.21;29.81;21.62;84.53
3042;427.62;59.87;509.74;36.64;21.62;82.15
3043;461.9;71.75;529.0;21.1;18.73;69.84
3044;337.73;72.13;550.66;35.16;21.0;79.72
3045;502.32;80.9;481.59;24.72;23.81;87.1
3046;488.2;69.14;524.91;28.72;17.45;76.89
3047;376.67;60.14;509.92;41.59;19.92;78.85
3048;576.29;69.34;494.32;31.67;20.77;79.14
3049;367.63;63.76;562.07;32.05;18.95;78.44
3050;403.43;72.68;565.06;28.8;18.88;70.18
3051;609.49;69.85;560.55;36.18;20.02;98.14
3052;405.09;59.24;467.04;28.49;19.05;88.34
3053;571.35;67.61;454.54;23.97;19.03;82.41
3054;531.94;75.19;588.81;32.34;19.79;82.65
3055;383.24;62.99;508.79;34.47;18.66;84.33
3056;332.09;76.18;464.15;21.77;17.74;72.51
3057;480.46;70.12;510.06;31.87;17.21;77.86
3058;443.64;71.43;519.03;20.17;18.62;69.38
3059;357.15;62.27;401.27;37.18;19.71;86.03
3060;457.7;69.01;427.15;18.78;21.25;73.08
3061;500.93;59.4;510.8;23.05;20.89;80.09
3062;347.13;70.09;558.29;22.4;18.7;83.94
3063;344.79;72.72;553.94;21.09;19.86;73.42
3064;563.17;67.32;533.92;28.28;19.83;84.8
3065;431.0;70.44;520.49;29.37;21.86;73.91
3066;522.44;65.01;542.54;39.72;21.18;81.85
3067;593.38;70.31;427.4;26.34;17.7;76.78
3068;375.89;65.41;538.49;40.36;20.81;95.23
3069;313.87;73.89;470.24;16.22;19.69;69.58
3070;364.25;64.92;513.41;29.38;20.06;83.87
3071;574.45;69.17;488.41;27.58;21.84;78.72
3072;502.82;71.89;451.99;30.53;22.16;89.05
3073;345.74;65.53;497.37;39.37;23.82;89.27
3074;455.79;62.16;507.6;36.24;20.66;91.46
3075;536.31;72.41;535.35;31.68;18.25;86.45
3076;412.99;64.54;478.54;36.7;19.38;92.78
3077;481.7;69.68;501.03;32.49;16.32;74.89
3078;537.86;67.83;436.3;32.67;20.66;79.64
3079;394.68;62.54;485.19;34.77;19.49;75.08
3080;548.71;70.8;474.39;28.91;21.87;81.18
3081;242.27;67.56;532.86;16.21;18.68;89.75
3082;358.64;72.89;522.68;21.78;18.77;74.28
3083;412.36;63.17;461.36;37.45;20.71;85.39
3084;399.48;62.63;525.22;29.71;20.07;79.38
3085;419.68;72.01;487.78;27.86;19.91;79.59
3086;378.74;60.89;527.64;37.02;18.28;84.42
3087;452.35;59.76;483.41;34.16;21.97;89.42
3088;441.19;67.45;536.94;28.12;21.77;77.66
3089;598.66;63.64;530.77;35.63;21.03;84.66
3090;423.56;63.47;559.15;26.53;19.66;79.22
3091;377.88;64.68;505.26;28.65;17.73;68.81
3092;374.44;67.2;531.67;38.04;19.24;86.43
3093;520.89;75.84;485.99;30.63;18.83;72.98
3094;318.29;68.38;468.41;25.6;22.2;82.55
3095;409.89;63.13;499.23;24.04;19.15;69.05
3096;372.78;55.99;516.37;39.51;19.76;94.84
3097;306.31;63.44;535.23;37.14;20.8;98.71
3098;428.59;63.07;537.31;27.3;19.91;83.78
3099;407.49;69.72;496.37;33.41;20.95;74.16
3100;462.32;65.0;495.63;27.84;20.3;81.85
3101;400.55;67.83;558.1;26.57;20.19;80.14
3102;444.59;62.79;517.84;21.6;20.79;70.04
3103;401.76;74.0;549.97;28.82;18.25;82.52
3104;612.88;71.47;533.57;30.59;19.03;77.42
3105;573.24;71.63;473.74;39.17;20.05;84.86
3106;500.18;63.84;504.9;32.93;22.07;75.26
3107;466.63;64.57;469.32;33.22;19.86;75.52
3108;480.01;57.54;532.36;38.61;21.63;83.5
3109;428.37;60.25;511.43;43.44;17.73;82.43
3110;584.82;70.72;522.59;30.07;20.56;80.07
3111;270.48;61.59;553.2;27.41;19.89;66.04
3112;428.3;60.62;510.57;29.69;19.58;82.68
3113;392.01;68.58;446.61;35.73;19.57;65.08
3114;367.47;67.08;452.54;28.33;19.59;74.66
3115;524.7;64.91;464.62;29.77;18.16;71.45
3116;579.01;57.98;516.53;42.99;19.17;83.31
3117;578.11;60.51;517.23;30.5;17.64;79.7
3118;537.69;70.86;519.9;27.27;19.3;72.04
3119;413.62;72.42;532.05;21.69;17.46;75.67
3120;487.22;71.4;611.28;20.31;19.22;85.68
3121;481.05;66.25;528.06;25.49;20.99;75.0
3122;379.52;75.96;563.78;24.74;20.3;82.36
3123;411.15;54.17;510.42;35.28;20.25;79.93
3124;335.73;63.25;466.68;37.46;20.89;89.4
3125;350.15;71.9;451.37;21.01;19.3;77.67
3126;505.77;66.61;541.35;35.35;21.0;82.66
3127;429.52;65.56;554.16;39.86;20.78;82.61
3128;369.93;62.27;475.67;32.73;19.82;72.88
3129;432.63;64.83;549.74;22.65;20.76;71.51
3130;413.78;62.75;466.44;37.86;18.28;74.68
3131;332.54;70.69;527.68;23.5;19.76;89.23
3132;327.43;64.59;482.56;38.95;22.17;94.7
3133;348.83;71.36;537.68;27.46;18.21;82.21
3134;631.28;68.21;462.74;29.86;18.75;85.53
3135;319.05;69.38;559.52;30.66;21.63;85.53
3136;524.39;70.01;616.35;24.9;19.85;94.12
3137;453.7;69.4;467.3;32.56;21.16;80.24
